S.N.,Broker No.,Broker Name,Buy Amount (Rs.),Sell Amount (Rs.),Total Amount (Rs.),Matching Amount (Rs.),Date
13,51,Oxford Securities Pvt.Ltd,"66,164,624.50","63,101,788.70","129,266,413.20","4,694,094.00",12/2/2021
14,33,Dakshinkali Investment Securities Pvt.Limited,"58,954,983.90","64,678,266.12","123,633,250.02","4,721,501.00",12/2/2021
15,16,Primo Securities Pvt. Limited,"61,912,555.40","58,967,826.20","120,880,381.60","10,401,614.00",12/2/2021
16,56,Sri Hari Securities Pvt.Ltd,"66,216,493.50","50,202,507.30","116,419,000.80","2,452,604.80",12/2/2021
17,32,Premier Securites Company Limited,"66,146,553.10","48,192,649.60","114,339,202.70","2,516,363.00",12/2/2021
18,25,Sweta Securities Pvt. Limited,"40,612,376.00","61,908,032.30","102,520,408.30","2,595,666.20",12/2/2021
19,55,Bhrikuti Stock Broking Co. Pvt. Ltd.,"52,979,440.30","46,369,335.50","99,348,775.80","2,119,533.00",12/2/2021
20,26,Asian Securities Pvt. Limited,"40,838,619.10","58,305,845.60","99,144,464.70","1,824,790.00",12/2/2021
21,52,Sundhara Securities Limited,"47,686,408.90","50,130,789.90","97,817,198.80","2,840,282.00",12/2/2021
22,41,Linch Stock Market Limited,"53,382,746.00","43,897,937.10","97,280,683.10","744,584.00",12/2/2021
23,20,Sipla Securities Pvt. Limited,"37,509,663.10","54,776,259.80","92,285,922.90","6,398,822.00",12/2/2021
24,17,ABC Securities Pvt. Limited,"58,255,668.70","33,212,206.30","91,467,875.00","1,973,994.00",12/2/2021
25,21,Midas Stock Broking Company Pvt. Limited,"55,582,738.06","34,727,508.20","90,310,246.26","1,717,312.00",12/2/2021
26,39,Sumeru Securities Pvt.Limited,"45,415,838.80","44,787,980.80","90,203,819.60","984,451.20",12/2/2021
27,48,Trishakti Securities Public Limited,"40,010,634.76","49,631,745.80","89,642,380.56","3,160,395.60",12/2/2021
28,36,Secured Securities Limited,"43,100,898.70","43,883,357.70","86,984,256.40","1,897,454.20",12/2/2021
29,22,Siprabi Securities Pvt. Limited,"43,405,369.20","42,366,502.32","85,771,871.52","1,465,712.40",12/2/2021
30,7,J.F. Securities Company Pvt. Limited,"40,547,028.70","44,422,423.34","84,969,452.04","1,384,873.00",12/2/2021
31,59,Deevyaa Securities & Stock House Pvt. Ltd,"35,013,980.40","46,718,655.80","81,732,636.20","214,912.00",12/2/2021
32,1,Kumari Securities Pvt. Limited,"43,291,175.30","37,635,462.30","80,926,637.60","616,578.00",12/2/2021
33,29,Trishul Securities And Investment Limited,"45,196,249.40","33,972,817.30","79,169,066.70","2,387,847.00",12/2/2021
34,43,South Asian Bulls Pvt.Limited,"46,637,081.60","31,522,731.70","78,159,813.30","3,032,260.00",12/2/2021
35,47,Neev Securities Pvt.Ltd,"33,016,424.20","42,501,814.70","75,518,238.90","517,044.00",12/2/2021
36,50,Crystal Kanchenjunga Securities Pvt.Ltd,"42,530,022.80","30,210,783.80","72,740,806.60","975,712.00",12/2/2021
37,3,Arun Securities Pvt. Limited,"33,590,884.50","35,806,277.60","69,397,162.10","412,887.80",12/2/2021
38,40,Creative Securities Pvt.Limited,"23,501,116.20","43,626,010.90","67,127,127.10","1,954,950.00",12/2/2021
39,4,Stock Broker Opal Securities Investment Pvt. Limited,"29,432,962.20","35,562,106.80","64,995,069.00","2,352,306.00",12/2/2021
40,13,Thrive Brokerage House Pvt. Limited,"29,068,769.60","35,325,055.04","64,393,824.64","37,390.00",12/2/2021
41,19,Nepal Investment & Securities Trading Pvt. Limited,"36,849,041.08","22,397,654.90","59,246,695.98","840,908.00",12/2/2021
42,8,Ashutosh Brokerage & Securities Pvt. Limited,"34,600,462.50","22,504,311.70","57,104,774.20","173,520.00",12/2/2021
43,10,Pragyan Securities Pvt. Limited,"23,422,563.20","33,287,078.39","56,709,641.59","11,164.00",12/2/2021
44,53,Investment Management Nepal Pvt. Ltd.,"29,781,311.30","20,639,376.00","50,420,687.30",0,12/2/2021
45,46,Kalika Securities Pvt.Limited,"26,256,771.70","23,541,640.80","49,798,412.50","45,792.00",12/2/2021
46,54,Sewa Securities Pvt. Ltd.,"25,073,508.50","19,836,666.30","44,910,174.80","1,332,156.00",12/2/2021
47,11,Malla & Malla Stock Broking Company Pvt. Limited,"20,708,238.96","22,143,526.54","42,851,765.50","125,568.00",12/2/2021
48,37,Swarnalaxmi Securities Pvt.Limited,"18,068,129.90","20,988,218.46","39,056,348.36","438,508.00",12/2/2021
49,5,Market Securities Exchange Company Pvt. Limited,"18,569,388.80","16,771,548.80","35,340,937.60","1,505,316.00",12/2/2021
50,18,Sagarmatha Securities Pvt. Limited,"7,357,651.60","6,343,629.06","13,701,280.66",0,12/2/2021
51,D01,Nagarik Stock Dealer Company Ltd.,"12,028,173.20","67,600.00","12,095,773.20",0,12/2/2021
1,58,Naasa Securities Co. Ltd.,"244,941,197.40","229,892,124.30","474,833,321.70","40,686,415.00",12/5/2021
2,45,Imperial Securities Co .Pvt.Limited,"170,807,911.60","183,418,963.30","354,226,874.90","30,055,541.00",12/5/2021
3,34,Vision Securities Pvt.Limited,"133,769,206.20","206,854,907.19","340,624,113.39","16,309,971.20",12/5/2021
4,49,Online Securities Limited,"139,263,275.40","164,228,207.68","303,491,483.08","20,517,225.40",12/5/2021
5,57,Arya Tara Investment And Securities Pvt. Ltd.,"118,844,334.90","144,897,593.52","263,741,928.42","11,277,794.80",12/5/2021
6,38,Dipshika Dhitopatra Karobar Co. Pvt.Limited,"105,319,695.80","109,558,731.93","214,878,427.73","4,820,633.00",12/5/2021
7,44,Dynamic Money Managers Securities Pvt.Ltd,"93,956,905.60","114,887,784.40","208,844,690.00","4,143,128.00",12/5/2021
8,42,Sani Securities Company Limited,"101,269,960.20","105,588,327.24","206,858,287.44","2,701,137.60",12/5/2021
9,28,Shree Krishna Securities Limited,"81,772,949.60","109,963,972.53","191,736,922.13","9,209,289.00",12/5/2021
10,14,Nepal Stock House Pvt. Limited,"86,754,757.70","97,648,530.20","184,403,287.90","10,996,644.00",12/5/2021
11,6,Agrawal Securities Pvt. Limited,"107,795,397.70","63,996,309.60","171,791,707.30","3,939,156.00",12/5/2021
12,33,Dakshinkali Investment Securities Pvt.Limited,"74,672,754.40","84,979,873.50","159,652,627.90","2,030,660.00",12/5/2021
13,41,Linch Stock Market Limited,"65,749,915.05","88,019,685.20","153,769,600.25","4,347,363.80",12/5/2021
14,55,Bhrikuti Stock Broking Co. Pvt. Ltd.,"85,506,592.40","57,752,405.00","143,258,997.40","3,206,808.00",12/5/2021
15,17,ABC Securities Pvt. Limited,"84,579,756.98","55,073,757.52","139,653,514.50","4,905,466.00",12/5/2021
16,32,Premier Securites Company Limited,"74,781,185.50","61,745,436.30","136,526,621.80","2,079,764.00",12/5/2021
17,59,Deevyaa Securities & Stock House Pvt. Ltd,"72,353,867.00","61,788,094.50","134,141,961.50","2,502,027.80",12/5/2021
18,35,Kohinoor Investment and Securities Pvt.Ltd,"74,384,680.30","59,282,398.30","133,667,078.60","1,952,474.00",12/5/2021
19,20,Sipla Securities Pvt. Limited,"69,245,220.86","60,551,079.60","129,796,300.46","1,760,522.00",12/5/2021
20,26,Asian Securities Pvt. Limited,"52,863,099.40","74,250,155.70","127,113,255.10","3,879,089.40",12/5/2021
21,7,J.F. Securities Company Pvt. Limited,"28,172,481.30","94,776,853.95","122,949,335.25","966,980.00",12/5/2021
22,1,Kumari Securities Pvt. Limited,"60,585,455.10","59,853,707.60","120,439,162.70","1,594,338.00",12/5/2021
23,25,Sweta Securities Pvt. Limited,"75,357,614.70","44,583,753.91","119,941,368.61","1,268,028.00",12/5/2021
24,56,Sri Hari Securities Pvt.Ltd,"61,196,141.39","57,754,549.50","118,950,690.89","2,406,546.40",12/5/2021
25,16,Primo Securities Pvt. Limited,"69,781,039.07","48,028,821.40","117,809,860.47","897,908.00",12/5/2021
26,48,Trishakti Securities Public Limited,"50,553,294.20","66,049,699.28","116,602,993.48","1,211,464.40",12/5/2021
27,4,Stock Broker Opal Securities Investment Pvt. Limited,"52,762,786.30","62,252,928.78","115,015,715.08","1,202,542.00",12/5/2021
28,39,Sumeru Securities Pvt.Limited,"41,537,750.40","73,447,868.85","114,985,619.25","2,474,544.00",12/5/2021
29,21,Midas Stock Broking Company Pvt. Limited,"68,358,778.90","46,359,855.40","114,718,634.30","2,479,886.00",12/5/2021
30,52,Sundhara Securities Limited,"47,088,122.70","60,079,772.10","107,167,894.80","1,507,399.00",12/5/2021
31,50,Crystal Kanchenjunga Securities Pvt.Ltd,"56,230,715.50","49,551,519.00","105,782,234.50","527,553.00",12/5/2021
32,51,Oxford Securities Pvt.Ltd,"57,625,785.70","47,016,024.50","104,641,810.20","3,527,879.60",12/5/2021
33,43,South Asian Bulls Pvt.Limited,"57,188,801.17","47,231,495.80","104,420,296.97","1,240,628.00",12/5/2021
34,22,Siprabi Securities Pvt. Limited,"56,833,274.80","43,962,414.20","100,795,689.00","1,756,206.40",12/5/2021
35,19,Nepal Investment & Securities Trading Pvt. Limited,"44,023,420.70","51,195,975.50","95,219,396.20","1,478,896.00",12/5/2021
36,47,Neev Securities Pvt.Ltd,"55,133,332.36","37,065,676.71","92,199,009.07","1,075,021.40",12/5/2021
37,13,Thrive Brokerage House Pvt. Limited,"56,258,660.60","27,717,725.30","83,976,385.90","690,410.00",12/5/2021
38,29,Trishul Securities And Investment Limited,"49,339,720.00","33,111,950.50","82,451,670.50","101,922.00",12/5/2021
39,36,Secured Securities Limited,"48,498,392.40","32,724,465.00","81,222,857.40","1,554,156.20",12/5/2021
40,10,Pragyan Securities Pvt. Limited,"47,771,471.65","28,941,504.30","76,712,975.95","78,156.20",12/5/2021
41,8,Ashutosh Brokerage & Securities Pvt. Limited,"34,412,122.20","36,004,015.64","70,416,137.84","354,380.00",12/5/2021
42,3,Arun Securities Pvt. Limited,"30,663,125.20","36,515,272.90","67,178,398.10","438,840.00",12/5/2021
43,11,Malla & Malla Stock Broking Company Pvt. Limited,"35,727,956.10","30,867,862.59","66,595,818.69","906,335.00",12/5/2021
44,54,Sewa Securities Pvt. Ltd.,"30,104,242.80","33,226,986.30","63,331,229.10","1,195,040.00",12/5/2021
45,37,Swarnalaxmi Securities Pvt.Limited,"26,206,913.19","29,296,281.40","55,503,194.59","205,920.00",12/5/2021
46,53,Investment Management Nepal Pvt. Ltd.,"26,516,651.00","28,664,450.40","55,181,101.40","135,712.00",12/5/2021
47,5,Market Securities Exchange Company Pvt. Limited,"26,232,113.70","23,811,186.20","50,043,299.90","232,440.00",12/5/2021
48,40,Creative Securities Pvt.Limited,"26,089,731.80","22,503,375.60","48,593,107.40","1,247,800.00",12/5/2021
49,46,Kalika Securities Pvt.Limited,"33,469,581.50","13,177,287.10","46,646,868.60","252,366.00",12/5/2021
50,18,Sagarmatha Securities Pvt. Limited,"11,985,787.60","13,437,508.80","25,423,296.40","824,304.00",12/5/2021
51,D01,Nagarik Stock Dealer Company Ltd.,"9,251,198.00",0,"9,251,198.00",0,12/5/2021
1,58,Naasa Securities Co. Ltd.,"293,563,117.40","204,358,016.97","497,921,134.37","92,631,772.40",12/6/2021
2,45,Imperial Securities Co .Pvt.Limited,"184,049,196.80","266,174,913.10","450,224,109.90","22,188,096.20",12/6/2021
3,42,Sani Securities Company Limited,"140,056,628.40","242,727,146.99","382,783,775.39","7,722,555.60",12/6/2021
4,32,Premier Securites Company Limited,"106,313,714.84","225,508,740.70","331,822,455.54","17,902,527.00",12/6/2021
5,34,Vision Securities Pvt.Limited,"134,248,419.90","180,726,169.17","314,974,589.07","12,593,299.00",12/6/2021
6,57,Arya Tara Investment And Securities Pvt. Ltd.,"159,794,799.05","135,360,067.13","295,154,866.18","13,408,365.00",12/6/2021
7,49,Online Securities Limited,"132,136,466.70","131,516,023.94","263,652,490.64","12,701,102.40",12/6/2021
8,14,Nepal Stock House Pvt. Limited,"108,035,924.50","139,351,694.30","247,387,618.80","6,784,310.60",12/6/2021
9,28,Shree Krishna Securities Limited,"144,703,263.70","102,580,133.40","247,283,397.10","12,279,341.20",12/6/2021
10,38,Dipshika Dhitopatra Karobar Co. Pvt.Limited,"122,644,537.70","119,655,333.30","242,299,871.00","13,913,029.60",12/6/2021
11,44,Dynamic Money Managers Securities Pvt.Ltd,"105,465,757.60","90,146,005.30","195,611,762.90","3,569,694.80",12/6/2021
12,59,Deevyaa Securities & Stock House Pvt. Ltd,"75,771,543.48","114,605,065.38","190,376,608.86","5,134,091.20",12/6/2021
13,20,Sipla Securities Pvt. Limited,"57,980,459.90","126,918,388.62","184,898,848.52","4,919,396.00",12/6/2021
14,48,Trishakti Securities Public Limited,"110,496,017.38","74,372,089.49","184,868,106.87","4,995,152.00",12/6/2021
15,33,Dakshinkali Investment Securities Pvt.Limited,"70,887,292.20","98,827,347.90","169,714,640.10","1,447,360.00",12/6/2021
16,55,Bhrikuti Stock Broking Co. Pvt. Ltd.,"100,380,351.80","64,603,214.60","164,983,566.40","3,346,855.00",12/6/2021
17,41,Linch Stock Market Limited,"92,810,690.70","72,161,342.30","164,972,033.00","2,861,769.40",12/6/2021
18,16,Primo Securities Pvt. Limited,"90,585,354.70","73,850,128.70","164,435,483.40","7,184,935.00",12/6/2021
19,17,ABC Securities Pvt. Limited,"86,734,593.88","75,145,254.74","161,879,848.62","2,203,924.00",12/6/2021
20,6,Agrawal Securities Pvt. Limited,"90,220,643.54","68,151,859.00","158,372,502.54","2,961,933.00",12/6/2021
21,21,Midas Stock Broking Company Pvt. Limited,"73,976,145.00","78,110,249.76","152,086,394.76","2,724,888.40",12/6/2021
22,26,Asian Securities Pvt. Limited,"78,897,098.50","72,660,308.80","151,557,407.30","3,342,319.00",12/6/2021
23,39,Sumeru Securities Pvt.Limited,"67,378,731.90","75,333,967.10","142,712,699.00","5,427,742.00",12/6/2021
24,35,Kohinoor Investment and Securities Pvt.Ltd,"89,923,402.42","44,780,554.00","134,703,956.42","1,763,496.00",12/6/2021
25,47,Neev Securities Pvt.Ltd,"60,760,876.07","71,490,661.58","132,251,537.65","909,718.00",12/6/2021
26,43,South Asian Bulls Pvt.Limited,"64,260,637.30","66,812,641.30","131,073,278.60","2,254,982.00",12/6/2021
27,25,Sweta Securities Pvt. Limited,"91,629,569.20","37,594,257.10","129,223,826.30","1,520,168.40",12/6/2021
28,36,Secured Securities Limited,"58,111,930.10","70,146,767.45","128,258,697.55","1,598,849.20",12/6/2021
29,1,Kumari Securities Pvt. Limited,"62,637,024.40","62,258,541.30","124,895,565.70","1,581,687.00",12/6/2021
30,51,Oxford Securities Pvt.Ltd,"62,166,727.80","60,110,586.22","122,277,314.02","1,750,836.00",12/6/2021
31,29,Trishul Securities And Investment Limited,"69,178,655.00","50,912,496.10","120,091,151.10","2,677,867.00",12/6/2021
32,19,Nepal Investment & Securities Trading Pvt. Limited,"58,462,082.50","60,220,171.20","118,682,253.70","1,765,838.00",12/6/2021
33,50,Crystal Kanchenjunga Securities Pvt.Ltd,"61,027,841.50","56,781,446.30","117,809,287.80","1,574,328.00",12/6/2021
34,13,Thrive Brokerage House Pvt. Limited,"62,334,873.40","55,135,228.20","117,470,101.60","696,143.60",12/6/2021
35,4,Stock Broker Opal Securities Investment Pvt. Limited,"77,113,709.60","37,096,842.10","114,210,551.70","2,131,766.00",12/6/2021
36,3,Arun Securities Pvt. Limited,"42,783,059.40","67,417,711.76","110,200,771.16","6,489,608.00",12/6/2021
37,22,Siprabi Securities Pvt. Limited,"60,151,124.14","49,363,204.80","109,514,328.94","1,129,608.20",12/6/2021
38,56,Sri Hari Securities Pvt.Ltd,"64,823,862.92","35,392,307.08","100,216,170.00","1,343,852.20",12/6/2021
39,52,Sundhara Securities Limited,"55,477,022.90","42,623,000.50","98,100,023.40","2,012,482.00",12/6/2021
40,53,Investment Management Nepal Pvt. Ltd.,"34,020,739.10","62,962,994.30","96,983,733.40","1,349,834.40",12/6/2021
41,7,J.F. Securities Company Pvt. Limited,"65,667,107.40","29,350,798.60","95,017,906.00","483,204.00",12/6/2021
42,54,Sewa Securities Pvt. Ltd.,"47,305,523.60","40,860,618.30","88,166,141.90","1,538,423.60",12/6/2021
43,5,Market Securities Exchange Company Pvt. Limited,"39,913,353.00","44,418,942.80","84,332,295.80","1,296,201.40",12/6/2021
44,11,Malla & Malla Stock Broking Company Pvt. Limited,"44,585,914.20","35,033,616.90","79,619,531.10","773,556.00",12/6/2021
45,8,Ashutosh Brokerage & Securities Pvt. Limited,"34,952,711.02","41,589,238.83","76,541,949.85","2,064,954.40",12/6/2021
46,46,Kalika Securities Pvt.Limited,"40,918,691.70","32,451,963.42","73,370,655.12","814,536.00",12/6/2021
47,10,Pragyan Securities Pvt. Limited,"32,897,807.10","39,289,456.20","72,187,263.30","576,700.00",12/6/2021
48,40,Creative Securities Pvt.Limited,"36,563,560.30","28,063,971.30","64,627,531.60","219,547.00",12/6/2021
49,37,Swarnalaxmi Securities Pvt.Limited,"28,634,075.69","33,208,668.40","61,842,744.09","158,288.00",12/6/2021
50,18,Sagarmatha Securities Pvt. Limited,"12,813,834.80","2,555,178.20","15,369,013.00",0,12/6/2021
51,D01,Nagarik Stock Dealer Company Ltd.,"4,518,858.80",0,"4,518,858.80",0,12/6/2021
1,58,Naasa Securities Co. Ltd.,"327,515,410.40","220,269,559.11","547,784,969.51","63,263,236.40",12/7/2021
2,45,Imperial Securities Co .Pvt.Limited,"249,388,408.20","229,221,025.10","478,609,433.30","33,968,983.80",12/7/2021
3,49,Online Securities Limited,"202,694,428.00","192,106,729.60","394,801,157.60","14,650,556.80",12/7/2021
4,34,Vision Securities Pvt.Limited,"176,464,812.60","197,530,103.20","373,994,915.80","15,953,458.60",12/7/2021
5,57,Arya Tara Investment And Securities Pvt. Ltd.,"170,825,368.90","192,475,668.26","363,301,037.16","14,460,229.60",12/7/2021
6,14,Nepal Stock House Pvt. Limited,"130,115,722.10","176,979,305.60","307,095,027.70","12,817,161.60",12/7/2021
7,28,Shree Krishna Securities Limited,"115,511,816.50","134,442,269.10","249,954,085.60","4,708,074.00",12/7/2021
8,44,Dynamic Money Managers Securities Pvt.Ltd,"129,593,857.10","115,117,069.20","244,710,926.30","7,171,332.20",12/7/2021
9,38,Dipshika Dhitopatra Karobar Co. Pvt.Limited,"127,917,626.50","105,241,723.30","233,159,349.80","7,026,671.20",12/7/2021
10,48,Trishakti Securities Public Limited,"133,953,479.20","97,042,189.40","230,995,668.60","8,610,442.00",12/7/2021
11,59,Deevyaa Securities & Stock House Pvt. Ltd,"78,975,281.70","141,620,268.50","220,595,550.20","4,632,670.00",12/7/2021
12,42,Sani Securities Company Limited,"118,239,747.10","100,656,031.40","218,895,778.50","4,889,293.60",12/7/2021
13,33,Dakshinkali Investment Securities Pvt.Limited,"105,531,491.20","110,225,276.40","215,756,767.60","11,709,642.80",12/7/2021
14,32,Premier Securites Company Limited,"85,515,359.50","126,440,656.50","211,956,016.00","4,810,900.00",12/7/2021
15,35,Kohinoor Investment and Securities Pvt.Ltd,"107,390,788.90","102,677,475.35","210,068,264.25","6,610,332.00",12/7/2021
16,17,ABC Securities Pvt. Limited,"103,512,676.05","105,647,310.37","209,159,986.42","6,322,425.60",12/7/2021
17,21,Midas Stock Broking Company Pvt. Limited,"112,508,371.40","96,065,731.20","208,574,102.60","4,516,745.00",12/7/2021
18,26,Asian Securities Pvt. Limited,"82,940,387.80","107,716,124.34","190,656,512.14","4,849,368.40",12/7/2021
19,6,Agrawal Securities Pvt. Limited,"101,713,441.62","87,787,419.51","189,500,861.13","3,266,875.60",12/7/2021
20,39,Sumeru Securities Pvt.Limited,"107,442,665.10","81,177,986.00","188,620,651.10","2,802,344.00",12/7/2021
21,20,Sipla Securities Pvt. Limited,"108,639,095.00","77,784,780.40","186,423,875.40","4,657,900.00",12/7/2021
22,41,Linch Stock Market Limited,"77,809,534.80","103,027,950.60","180,837,485.40","2,406,856.40",12/7/2021
23,16,Primo Securities Pvt. Limited,"81,837,512.68","95,197,256.20","177,034,768.88","2,938,894.00",12/7/2021
24,4,Stock Broker Opal Securities Investment Pvt. Limited,"57,187,172.10","111,849,596.40","169,036,768.50","3,859,119.60",12/7/2021
